"data" "maxima" "pd"
2018-10-19 0.951 "morn"
2018-10-19 0.646 "after"
2018-10-20 0.836 "night"
2018-10-20 0.894 "dawn"
2018-10-20 0.864 "morn"
2018-10-20 0.617 "after"
2018-10-21 0.864 "night"
2018-10-21 0.941 "dawn"
2018-10-21 0.818 "morn"
2018-10-21 0.57 "after"
2018-10-22 0.795 "night"
2018-10-22 0.814 "dawn"
2018-10-22 0.767 "morn"
2018-10-22 0.599 "after"
2018-10-23 0.842 "night"
2018-10-23 0.853 "dawn"
2018-10-23 0.795 "morn"
2018-10-23 0.599 "after"
2018-10-24 0.88 "night"
2018-10-24 0.886 "dawn"
2018-10-24 0.71 "morn"
2018-10-24 0.635 "after"
2018-10-25 0.883 "night"
2018-10-25 0.914 "dawn"
2018-10-25 0.849 "morn"
2018-10-25 0.654 "after"
2018-10-26 0.867 "night"
2018-10-26 0.96 "dawn"
2018-10-26 0.776 "morn"
2018-10-26 0.638 "after"
2018-10-27 0.892 "night"
2018-10-27 0.91 "dawn"
2018-10-27 0.829 "morn"
2018-10-27 0.579 "after"
2018-10-28 0.874 "night"
2018-10-28 0.933 "dawn"
2018-10-28 0.921 "morn"
2018-10-28 0.632 "after"
2018-10-29 0.86 "night"
2018-10-29 0.89 "dawn"
2018-10-29 0.662 "morn"
2018-10-30 0.853 "after"
2018-10-30 0.854 "night"
2018-10-30 0.804 "dawn"
2018-10-30 0.611 "morn"
2018-10-31 0.899 "after"
2018-10-31 0.938 "night"
2018-10-31 0.846 "dawn"
2018-10-31 0.675 "morn"
2018-11-01 0.881 "after"
2018-11-01 0.931 "night"
2018-11-01 0.885 "dawn"
2018-11-01 0.567 "morn"
2018-11-02 0.862 "after"
2018-11-02 0.869 "night"
2018-11-03 0.861 "dawn"
2018-11-03 0.89 "morn"
2018-11-03 0.792 "after"
2018-11-03 0.695 "night"
2018-11-04 0.839 "dawn"
2018-11-05 0.591 "morn"
2018-11-06 0.877 "after"
2018-11-06 0.946 "night"
2018-11-06 0.905 "dawn"
2018-11-06 0.567 "morn"
2018-11-07 0.887 "after"
2018-11-07 0.897 "night"
2018-11-07 0.856 "dawn"
2018-11-07 0.645 "morn"
2018-11-08 0.867 "after"
2018-11-08 0.934 "night"
2018-11-08 0.841 "dawn"
2018-11-08 0.588 "morn"
2018-11-09 0.882 "after"
2018-11-09 0.894 "night"
2018-11-09 0.875 "dawn"
2018-11-09 0.608 "morn"
2018-11-10 0.832 "after"
2018-11-10 0.923 "night"
2018-11-10 0.901 "dawn"
2018-11-10 0.563 "morn"
2018-11-11 0.881 "after"
2018-11-11 0.923 "night"
2018-11-11 0.838 "dawn"
2018-11-11 0.569 "morn"
2018-11-12 0.787 "after"
2018-11-12 0.768 "night"
2018-11-12 0.625 "dawn"
2018-11-12 0.435 "morn"
2018-11-13 0.796 "after"
2018-11-13 0.819 "night"
2018-11-13 0.511 "dawn"
2018-11-13 0.357 "morn"
2018-11-14 0.594 "after"
2018-11-14 0.551 "night"
2018-11-14 0.309 "dawn"
2018-11-14 0.501 "morn"
2018-11-15 0.869 "after"
2018-11-15 0.91 "night"
2018-11-15 0.801 "dawn"
2018-11-15 0.551 "morn"
2018-11-16 0.839 "after"
2018-11-16 0.814 "night"
2018-11-16 0.76 "dawn"
2018-11-16 0.58 "morn"
2018-11-17 0.841 "after"
2018-11-17 0.887 "night"
2018-11-17 0.857 "dawn"
2018-11-17 0.467 "morn"
2018-11-18 0.674 "after"
2018-11-18 0.779 "night"
2018-11-18 0.576 "dawn"
2018-11-18 0.556 "morn"
2018-11-19 0.845 "after"
2018-11-19 0.831 "night"
2018-11-19 0.783 "dawn"
2018-11-19 0.589 "morn"
2018-11-20 0.831 "after"
2018-11-20 0.842 "night"
2018-11-20 0.774 "dawn"
2018-11-20 0.587 "morn"
2018-11-21 0.813 "after"
2018-11-21 0.807 "night"
2018-11-21 0.768 "dawn"
2018-11-21 0.636 "morn"
2018-11-22 0.806 "after"
2018-11-22 0.834 "night"
2018-11-22 0.767 "dawn"
2018-11-22 0.582 "morn"
2018-11-23 0.856 "after"
2018-11-23 0.846 "night"
2018-11-23 0.81 "dawn"
2018-11-23 0.621 "morn"
2018-11-24 0.815 "after"
2018-11-24 0.812 "night"
2018-11-24 0.748 "dawn"
2018-11-24 0.665 "morn"
2018-11-25 0.834 "after"
2018-11-25 0.834 "night"
2018-11-25 0.794 "dawn"
2018-11-25 0.663 "morn"
2018-11-26 0.8 "after"
2018-11-26 0.823 "night"
2018-11-26 0.793 "dawn"
2018-11-26 0.624 "morn"
2018-11-27 0.835 "after"
2018-11-27 0.867 "night"
2018-11-27 0.842 "dawn"
2018-11-27 0.634 "morn"
2018-11-28 0.772 "after"
2018-11-28 0.849 "night"
2018-11-28 0.846 "dawn"
2018-11-28 0.592 "morn"
2018-11-29 0.782 "after"
2018-11-29 0.8 "night"
2018-11-29 0.753 "dawn"
2018-11-29 0.554 "morn"
2018-11-30 0.84 "after"
2018-11-30 0.821 "night"
2018-11-30 0.793 "dawn"
2018-11-30 0.629 "morn"
2018-12-01 0.834 "after"
2018-12-01 0.868 "night"
2018-12-01 0.814 "dawn"
2018-12-01 0.599 "morn"
2018-12-02 0.781 "after"
2018-12-02 0.846 "night"
2018-12-02 0.756 "dawn"
2018-12-02 0.509 "morn"
2018-12-03 0.795 "after"
2018-12-03 0.888 "night"
2018-12-03 0.803 "dawn"
2018-12-03 0.518 "morn"
2018-12-04 0.723 "after"
2018-12-04 0.807 "night"
2018-12-04 0.671 "dawn"
2018-12-04 0.445 "morn"
2018-12-05 0.822 "after"
2018-12-05 0.885 "night"
2018-12-05 0.641 "dawn"
2018-12-05 0.508 "morn"
2018-12-06 0.799 "after"
2018-12-06 0.911 "night"
2018-12-06 0.621 "dawn"
2018-12-06 0.517 "morn"
2018-12-07 0.842 "after"
2018-12-07 0.919 "night"
2018-12-07 0.87 "dawn"
2018-12-07 0.504 "morn"
2018-12-08 0.829 "after"
2018-12-08 0.91 "night"
2018-12-08 0.702 "dawn"
2018-12-08 0.418 "morn"
2018-12-09 0.704 "after"
2018-12-09 0.695 "night"
2018-12-09 0.398 "dawn"
2018-12-09 0.401 "morn"
2018-12-10 0.816 "after"
2018-12-10 0.897 "night"
2018-12-10 0.759 "dawn"
2018-12-10 0.574 "morn"
2018-12-11 0.836 "after"
2018-12-11 0.869 "night"
2018-12-11 0.77 "dawn"
2018-12-11 0.526 "morn"
2018-12-12 0.743 "after"
2018-12-12 0.793 "night"
2018-12-12 0.554 "dawn"
2018-12-12 0.581 "morn"
2018-12-13 0.842 "after"
2018-12-13 0.858 "night"
2018-12-13 0.723 "dawn"
2018-12-13 0.529 "morn"
2018-12-14 0.71 "after"
2018-12-14 0.787 "night"
2018-12-14 0.518 "dawn"
2018-12-14 0.438 "morn"
2018-12-15 0.781 "after"
2018-12-15 0.884 "night"
2018-12-15 0.806 "dawn"
2018-12-15 0.524 "morn"
2018-12-16 0.776 "after"
2018-12-16 0.892 "night"
2018-12-16 0.804 "dawn"
2018-12-16 0.561 "morn"
2018-12-17 0.85 "after"
2018-12-17 0.837 "night"
2018-12-17 0.791 "dawn"
2018-12-17 0.498 "morn"
2018-12-18 0.839 "after"
2018-12-18 0.834 "night"
2018-12-18 0.602 "dawn"
2018-12-18 0.499 "morn"
2018-12-19 0.865 "after"
2018-12-19 0.931 "night"
2018-12-19 0.832 "dawn"
2018-12-19 0.494 "morn"
2018-12-20 0.831 "after"
2018-12-20 0.869 "night"
2018-12-20 0.794 "dawn"
2018-12-20 0.589 "morn"
2018-12-21 0.791 "after"
2018-12-21 0.802 "night"
2018-12-21 0.778 "dawn"
2018-12-21 0.624 "morn"
2018-12-22 0.841 "after"
2018-12-22 0.851 "night"
2018-12-22 0.766 "dawn"
2018-12-22 0.475 "morn"
2018-12-23 0.827 "after"
2018-12-23 0.865 "night"
2018-12-23 0.716 "dawn"
2018-12-23 0.528 "morn"
2018-12-24 0.863 "after"
2018-12-24 0.863 "night"
2018-12-24 0.823 "dawn"
2018-12-24 0.539 "morn"
2018-12-25 0.818 "after"
2018-12-25 0.806 "night"
2018-12-25 0.78 "dawn"
2018-12-25 0.564 "morn"
2018-12-26 0.832 "after"
2018-12-26 0.832 "night"
2018-12-26 0.809 "dawn"
2018-12-26 0.636 "morn"
2018-12-27 0.791 "after"
2018-12-27 0.804 "night"
2018-12-27 0.744 "dawn"
2018-12-27 0.553 "morn"
2018-12-28 0.806 "after"
2018-12-28 0.804 "night"
2018-12-28 0.775 "dawn"
2018-12-28 0.532 "morn"
2018-12-29 0.825 "after"
2018-12-29 0.827 "night"
2018-12-29 0.681 "dawn"
2018-12-29 0.567 "morn"
2018-12-30 0.849 "after"
2018-12-30 0.867 "night"
2018-12-30 0.815 "dawn"
2018-12-30 0.473 "morn"
2018-12-31 0.865 "after"
2018-12-31 0.901 "night"
2018-12-31 0.859 "dawn"
2018-12-31 0.518 "morn"
2019-01-01 0.819 "after"
2019-01-01 0.841 "night"
2019-01-01 0.751 "dawn"
2019-01-01 0.51 "morn"
2019-01-02 0.835 "after"
2019-01-02 0.848 "night"
2019-01-02 0.781 "dawn"
2019-01-02 0.519 "morn"
2019-01-03 0.857 "after"
2019-01-03 0.849 "night"
2019-01-03 0.803 "dawn"
2019-01-03 0.525 "morn"
2019-01-04 0.815 "after"
2019-01-04 0.868 "night"
2019-01-04 0.784 "dawn"
2019-01-04 0.519 "morn"
2019-01-05 0.715 "after"
2019-01-05 0.791 "night"
2019-01-05 0.688 "dawn"
2019-01-05 0.487 "morn"
2019-01-06 0.681 "after"
2019-01-06 0.698 "night"
2019-01-06 0.621 "dawn"
2019-01-06 0.558 "morn"
2019-01-07 0.726 "after"
2019-01-07 0.742 "night"
2019-01-07 0.688 "dawn"
2019-01-07 0.514 "morn"
2019-01-08 0.679 "after"
2019-01-08 0.849 "night"
2019-01-08 0.678 "dawn"
2019-01-08 0.539 "morn"
2019-01-09 0.747 "after"
2019-01-09 0.817 "night"
2019-01-09 0.755 "dawn"
2019-01-09 0.541 "morn"
2019-01-10 0.762 "after"
2019-01-10 0.787 "night"
2019-01-10 0.714 "dawn"
2019-01-10 0.579 "morn"
2019-01-11 0.806 "after"
2019-01-11 0.909 "night"
2019-01-11 0.875 "dawn"
2019-01-11 0.52 "morn"
2019-01-12 0.833 "after"
2019-01-12 0.879 "night"
2019-01-12 0.812 "dawn"
2019-01-12 0.501 "morn"
2019-01-13 0.799 "after"
2019-01-13 0.88 "night"
2019-01-13 0.813 "dawn"
2019-01-13 0.529 "morn"
2019-01-14 0.831 "after"
2019-01-14 0.819 "night"
2019-01-14 0.744 "dawn"
2019-01-14 0.496 "morn"
2019-01-15 0.822 "after"
2019-01-15 0.885 "night"
2019-01-15 0.828 "dawn"
2019-01-15 0.514 "morn"
2019-01-16 0.801 "after"
2019-01-16 0.78 "night"
2019-01-16 0.746 "dawn"
2019-01-16 0.611 "morn"
2019-01-17 0.792 "after"
2019-01-17 0.812 "night"
2019-01-17 0.765 "dawn"
2019-01-17 0.557 "morn"
2019-01-18 0.853 "after"
2019-01-18 0.861 "night"
2019-01-18 0.808 "dawn"
2019-01-18 0.568 "morn"
2019-01-19 0.767 "after"
2019-01-19 0.799 "night"
2019-01-19 0.751 "dawn"
2019-01-19 0.411 "morn"
2019-01-20 0.843 "after"
2019-01-20 0.935 "night"
2019-01-20 0.877 "dawn"
2019-01-20 0.537 "morn"
2019-01-21 0.859 "after"
2019-01-21 0.875 "night"
2019-01-21 0.842 "dawn"
2019-01-21 0.574 "morn"
2019-01-22 0.828 "after"
2019-01-22 0.823 "night"
2019-01-22 0.784 "dawn"
2019-01-22 0.576 "morn"
2019-01-23 0.825 "after"
2019-01-23 0.809 "night"
2019-01-23 0.783 "dawn"
2019-01-23 0.525 "morn"
2019-01-24 0.837 "after"
2019-01-24 0.82 "night"
2019-01-24 0.765 "dawn"
2019-01-24 0.466 "morn"
2019-01-25 0.811 "after"
2019-01-25 0.872 "night"
2019-01-25 0.81 "dawn"
2019-01-25 0.552 "morn"
2019-01-26 0.742 "after"
2019-01-26 0.891 "night"
2019-01-26 0.861 "dawn"
2019-01-26 0.563 "morn"
2019-01-27 0.79 "after"
2019-01-27 0.859 "night"
2019-01-27 0.787 "dawn"
2019-01-27 0.501 "morn"
2019-01-28 0.774 "after"
2019-01-28 0.827 "night"
2019-01-28 0.73 "dawn"
2019-01-28 0.489 "morn"
2019-01-29 0.721 "after"
2019-01-29 0.783 "night"
2019-01-29 0.692 "dawn"
2019-01-29 0.481 "morn"
2019-01-30 0.64 "after"
2019-01-30 0.705 "night"
2019-01-30 0.648 "dawn"
2019-01-30 0.505 "morn"
2019-01-31 0.668 "after"
2019-01-31 0.721 "night"
2019-01-31 0.629 "dawn"
2019-01-31 0.523 "morn"
2019-02-01 0.805 "after"
2019-02-01 0.852 "night"
2019-02-01 0.831 "dawn"
2019-02-01 0.544 "morn"
2019-02-02 0.795 "after"
2019-02-02 0.857 "night"
2019-02-02 0.739 "dawn"
2019-02-02 0.588 "morn"
2019-02-03 0.832 "after"
2019-02-03 0.866 "night"
2019-02-03 0.814 "dawn"
2019-02-03 0.608 "morn"
2019-02-04 0.833 "after"
2019-02-04 0.862 "night"
2019-02-04 0.851 "dawn"
2019-02-04 0.638 "morn"
2019-02-05 0.803 "after"
2019-02-05 0.855 "night"
2019-02-05 0.836 "dawn"
2019-02-05 0.611 "morn"
2019-02-06 0.808 "after"
2019-02-06 0.824 "night"
2019-02-06 0.767 "dawn"
2019-02-06 0.501 "morn"
2019-02-07 0.756 "after"
2019-02-07 0.769 "night"
2019-02-07 0.723 "dawn"
2019-02-07 0.476 "morn"
2019-02-08 0.72 "after"
2019-02-08 0.775 "night"
2019-02-08 0.755 "dawn"
2019-02-08 0.522 "morn"
2019-02-09 0.659 "after"
2019-02-09 0.898 "night"
2019-02-09 0.859 "dawn"
2019-02-09 0.466 "morn"
2019-02-10 0.838 "after"
2019-02-10 0.881 "night"
2019-02-10 0.797 "dawn"
2019-02-10 0.533 "morn"
2019-02-11 0.836 "after"
2019-02-11 0.881 "night"
2019-02-11 0.818 "dawn"
2019-02-11 0.537 "morn"
2019-02-12 0.841 "after"
2019-02-12 0.879 "night"
2019-02-12 0.754 "dawn"
2019-02-12 0.574 "morn"
2019-02-13 0.857 "after"
2019-02-13 0.868 "night"
2019-02-13 0.842 "dawn"
2019-02-13 0.459 "morn"
2019-02-14 0.723 "after"
2019-02-14 0.836 "night"
2019-02-14 0.784 "dawn"
2019-02-14 0.502 "morn"
2019-02-15 0.845 "after"
2019-02-15 0.861 "night"
2019-02-15 0.783 "dawn"
2019-02-15 0.505 "morn"
2019-02-16 0.728 "after"
2019-02-16 0.738 "night"
2019-02-16 0.686 "dawn"
2019-02-16 0.457 "morn"
2019-02-17 0.753 "after"
2019-02-17 0.82 "night"
2019-02-17 0.725 "dawn"
2019-02-17 0.553 "morn"
2019-02-18 0.841 "after"
2019-02-18 0.844 "night"
2019-02-18 0.801 "dawn"
2019-02-18 0.566 "morn"
2019-02-19 0.835 "after"
2019-02-19 0.903 "night"
2019-02-19 0.866 "dawn"
2019-02-19 0.499 "morn"
2019-02-20 0.825 "after"
2019-02-20 0.859 "night"
2019-02-20 0.809 "dawn"
2019-02-20 0.486 "morn"
2019-02-21 0.704 "after"
2019-02-21 0.729 "night"
2019-02-21 0.703 "dawn"
2019-02-21 0.539 "morn"
2019-02-22 0.826 "after"
2019-02-22 0.894 "night"
2019-02-22 0.725 "dawn"
2019-02-22 0.542 "morn"
2019-02-23 0.88 "after"
2019-02-23 0.883 "night"
2019-02-23 0.809 "dawn"
2019-02-23 0.607 "morn"
2019-02-24 0.782 "after"
2019-02-24 0.768 "night"
2019-02-24 0.741 "dawn"
2019-02-24 0.605 "morn"
2019-02-25 0.779 "after"
2019-02-25 0.791 "night"
2019-02-25 0.765 "dawn"
2019-02-25 0.553 "morn"
2019-02-26 0.803 "after"
2019-02-26 0.865 "night"
2019-02-26 0.898 "dawn"
2019-02-26 0.532 "morn"
2019-02-27 0.735 "after"
2019-02-27 0.786 "night"
2019-02-27 0.806 "dawn"
2019-02-27 0.543 "morn"
2019-02-28 0.766 "after"
2019-02-28 0.827 "night"
2019-02-28 0.924 "dawn"
2019-02-28 0.602 "morn"
2019-03-01 0.819 "after"
2019-03-01 0.87 "night"
2019-03-01 0.849 "dawn"
2019-03-01 0.565 "morn"
2019-03-02 0.831 "after"
2019-03-02 0.836 "night"
2019-03-02 0.841 "dawn"
2019-03-02 0.599 "morn"
2019-03-03 0.843 "after"
2019-03-03 0.857 "night"
2019-03-03 0.81 "dawn"
2019-03-03 0.543 "morn"
2019-03-04 0.788 "after"
2019-03-04 0.815 "night"
2019-03-04 0.78 "dawn"
2019-03-04 0.552 "morn"
2019-03-05 0.862 "after"
2019-03-05 0.914 "night"
2019-03-05 0.892 "dawn"
2019-03-05 0.544 "morn"
2019-03-06 0.857 "after"
2019-03-06 0.875 "night"
2019-03-06 0.846 "dawn"
2019-03-06 0.565 "morn"
2019-03-07 0.803 "after"
2019-03-07 0.834 "night"
2019-03-07 0.797 "dawn"
2019-03-07 0.613 "morn"
2019-03-08 0.814 "after"
2019-03-08 0.857 "night"
2019-03-08 0.837 "dawn"
2019-03-08 0.662 "morn"
2019-03-09 0.797 "after"
2019-03-09 0.813 "night"
2019-03-09 0.797 "dawn"
2019-03-09 0.655 "morn"
2019-03-10 0.821 "after"
2019-03-10 0.845 "night"
2019-03-10 0.821 "dawn"
2019-03-10 0.553 "morn"
2019-03-11 0.806 "after"
2019-03-11 0.787 "night"
2019-03-11 0.767 "dawn"
2019-03-11 0.521 "morn"
2019-03-12 0.851 "after"
2019-03-12 0.883 "night"
2019-03-12 0.759 "dawn"
2019-03-12 0.594 "morn"
2019-03-13 0.856 "after"
2019-03-13 0.886 "night"
2019-03-13 0.907 "dawn"
2019-03-13 0.597 "morn"
2019-03-14 0.814 "after"
2019-03-14 0.804 "night"
2019-03-14 0.751 "dawn"
2019-03-14 0.588 "morn"
2019-03-15 0.844 "after"
2019-03-15 0.848 "night"
2019-03-15 0.83 "dawn"
2019-03-15 0.601 "morn"
2019-03-16 0.829 "after"
2019-03-16 0.899 "night"
2019-03-16 0.836 "dawn"
2019-03-16 0.598 "morn"
2019-03-17 0.856 "after"
2019-03-17 0.896 "night"
2019-03-17 0.884 "dawn"
2019-03-17 0.612 "morn"
2019-03-18 0.865 "after"
2019-03-18 0.863 "night"
2019-03-18 0.937 "dawn"
2019-03-18 0.666 "morn"
2019-03-19 0.78 "after"
2019-03-19 0.848 "night"
2019-03-19 0.826 "dawn"
2019-03-19 0.561 "morn"
2019-03-20 0.888 "after"
2019-03-20 0.931 "night"
2019-03-20 0.938 "dawn"
2019-03-20 0.578 "morn"
2019-03-21 0.875 "after"
2019-03-21 0.891 "night"
2019-03-21 0.863 "dawn"
2019-03-21 0.583 "morn"
2019-03-22 0.893 "after"
2019-03-22 0.935 "night"
2019-03-22 0.905 "dawn"
2019-03-22 0.577 "morn"
2019-03-23 0.845 "after"
2019-03-23 0.926 "night"
2019-03-23 0.928 "dawn"
2019-03-23 0.58 "morn"
2019-03-24 0.885 "after"
2019-03-24 0.935 "night"
2019-03-24 0.903 "dawn"
2019-03-24 0.489 "morn"
2019-03-25 0.893 "after"
2019-03-25 0.582 "night"
2019-03-26 0.873 "dawn"
2019-03-26 0.863 "morn"
2019-03-26 0.855 "after"
2019-03-26 0.59 "night"
2019-03-27 0.879 "dawn"
2019-03-27 0.898 "morn"
2019-03-27 0.845 "after"
2019-03-27 0.549 "night"
2019-03-28 0.808 "dawn"
2019-03-28 0.874 "morn"
2019-03-28 0.82 "after"
2019-03-28 0.594 "night"
2019-03-29 0.881 "dawn"
2019-03-29 0.895 "morn"
2019-03-29 0.83 "after"
2019-03-29 0.663 "night"
2019-03-30 0.856 "dawn"
2019-03-30 0.862 "morn"
2019-03-30 0.818 "after"
2019-03-30 0.671 "night"
2019-03-31 0.808 "dawn"
2019-03-31 0.864 "morn"
2019-03-31 0.841 "after"
2019-03-31 0.571 "night"
2019-04-01 0.816 "dawn"
2019-04-01 0.872 "morn"
2019-04-01 0.744 "after"
2019-04-01 0.659 "night"
2019-04-02 0.761 "dawn"
2019-04-02 0.721 "morn"
2019-04-02 0.664 "after"
2019-04-02 0.559 "night"
2019-04-03 0.84 "dawn"
2019-04-03 0.839 "morn"
2019-04-03 0.767 "after"
2019-04-03 0.514 "night"
2019-04-04 0.633 "dawn"
2019-04-04 0.734 "morn"
2019-04-04 0.644 "after"
2019-04-04 0.501 "night"
2019-04-05 0.685 "dawn"
2019-04-05 0.754 "morn"
2019-04-05 0.644 "after"
2019-04-05 0.462 "night"
2019-04-06 0.621 "dawn"
2019-04-06 0.637 "morn"
2019-04-06 0.574 "after"
2019-04-06 0.668 "night"
2019-04-07 0.857 "dawn"
2019-04-07 0.959 "morn"
2019-04-07 0.957 "after"
2019-04-07 0.606 "night"
2019-04-08 0.893 "dawn"
2019-04-08 0.934 "morn"
2019-04-08 0.848 "after"
2019-04-08 0.697 "night"
2019-04-09 0.885 "dawn"
2019-04-09 0.896 "morn"
2019-04-09 0.89 "after"
2019-04-09 0.674 "night"
2019-04-10 0.899 "dawn"
2019-04-10 0.908 "morn"
2019-04-10 0.885 "after"
2019-04-10 0.674 "night"
2019-04-11 0.825 "dawn"
2019-04-11 0.833 "morn"
2019-04-11 0.798 "after"
2019-04-11 0.627 "night"
2019-04-12 0.847 "dawn"
2019-04-12 0.818 "morn"
2019-04-12 0.806 "after"
2019-04-12 0.607 "night"
2019-04-13 0.857 "dawn"
2019-04-13 0.861 "morn"
2019-04-13 0.793 "after"
2019-04-13 0.555 "night"
2019-04-14 0.845 "dawn"
2019-04-14 0.893 "morn"
2019-04-14 0.814 "after"
2019-04-14 0.643 "night"
2019-04-15 0.899 "dawn"
2019-04-15 0.892 "morn"
2019-04-15 0.906 "after"
2019-04-15 0.605 "night"
2019-04-16 0.896 "dawn"
2019-04-16 0.966 "morn"
2019-04-16 0.965 "after"
2019-04-16 0.67 "night"
2019-04-17 0.889 "dawn"
2019-04-17 0.938 "morn"
2019-04-17 0.938 "after"
2019-04-17 0.64 "night"
2019-04-18 0.874 "dawn"
2019-04-18 0.858 "morn"
2019-04-18 0.799 "after"
2019-04-18 0.598 "night"
2019-04-19 0.838 "dawn"
2019-04-19 0.828 "morn"
2019-04-19 0.828 "after"
2019-04-19 0.633 "night"
2019-04-20 0.856 "dawn"
2019-04-20 0.824 "morn"
2019-04-20 0.816 "after"
2019-04-20 0.664 "night"
2019-04-21 0.892 "dawn"
2019-04-21 0.869 "morn"
2019-04-21 0.846 "after"
2019-04-21 0.627 "night"
2019-04-22 0.842 "dawn"
2019-04-22 0.831 "morn"
2019-04-22 0.832 "after"
2019-04-22 0.575 "night"
2019-04-23 0.858 "dawn"
2019-04-23 0.908 "morn"
2019-04-23 0.841 "after"
2019-04-23 0.577 "night"
2019-04-24 0.778 "dawn"
2019-04-24 0.761 "morn"
2019-04-24 0.652 "after"
2019-04-24 0.562 "night"
2019-04-25 0.802 "dawn"
2019-04-25 0.857 "morn"
2019-04-25 0.787 "after"
2019-04-25 0.584 "night"
2019-04-26 0.894 "dawn"
2019-04-26 0.921 "morn"
2019-04-26 0.922 "after"
2019-04-26 0.605 "night"
2019-04-27 0.867 "dawn"
2019-04-27 0.829 "morn"
2019-04-27 0.711 "after"
2019-04-27 0.593 "night"
2019-04-28 0.809 "dawn"
2019-04-28 0.88 "morn"
2019-04-28 0.936 "after"
2019-04-28 0.747 "night"
2019-04-29 0.894 "dawn"
2019-04-29 0.893 "morn"
2019-04-29 0.885 "after"
2019-04-29 0.741 "night"
2019-04-30 0.814 "dawn"
2019-04-30 0.858 "morn"
2019-04-30 0.854 "after"
2019-04-30 0.699 "night"
2019-05-01 0.882 "dawn"
2019-05-01 0.911 "morn"
2019-05-01 0.893 "after"
2019-05-01 0.717 "night"
2019-05-02 0.893 "dawn"
2019-05-02 0.926 "morn"
2019-05-02 0.903 "after"
2019-05-02 0.689 "night"
2019-05-03 0.894 "dawn"
2019-05-03 0.94 "morn"
2019-05-03 0.96 "after"
2019-05-03 0.774 "night"
2019-05-04 0.866 "dawn"
2019-05-04 0.874 "morn"
2019-05-04 0.888 "after"
2019-05-04 0.734 "night"
2019-05-05 0.885 "dawn"
2019-05-05 0.877 "morn"
2019-05-05 0.803 "after"
2019-05-05 0.643 "night"
2019-05-06 0.784 "dawn"
2019-05-06 0.963 "morn"
2019-05-06 0.958 "after"
2019-05-06 0.686 "night"
2019-05-07 0.835 "dawn"
2019-05-07 0.912 "morn"
2019-05-07 0.777 "after"
2019-05-07 0.752 "night"
2019-05-08 0.909 "dawn"
2019-05-08 0.959 "morn"
2019-05-08 0.943 "after"
2019-05-08 0.789 "night"
2019-05-09 0.831 "dawn"
2019-05-09 0.836 "morn"
2019-05-09 0.789 "after"
2019-05-09 0.617 "night"
2019-05-10 0.858 "dawn"
2019-05-10 0.885 "morn"
2019-05-10 0.875 "after"
2019-05-10 0.699 "night"
2019-05-11 0.762 "dawn"
2019-05-11 0.741 "morn"
2019-05-11 0.704 "after"
2019-05-11 0.634 "night"
2019-05-12 0.807 "dawn"
2019-05-12 0.646 "morn"
2019-05-12 0.458 "after"
2019-05-12 0.668 "night"
2019-05-13 0.956 "dawn"
2019-05-13 0.966 "morn"
2019-05-13 0.954 "after"
2019-05-13 0.537 "night"
2019-05-14 0.816 "dawn"
2019-05-14 0.896 "morn"
2019-05-14 0.57 "after"
2019-05-14 0.67 "night"
2019-05-15 0.817 "dawn"
2019-05-15 0.966 "morn"
2019-05-15 0.968 "after"
2019-05-15 0.679 "night"
2019-05-16 0.878 "dawn"
2019-05-16 0.961 "morn"
2019-05-16 0.967 "after"
2019-05-16 0.772 "night"
2019-05-17 0.892 "dawn"
2019-05-17 0.884 "morn"
2019-05-17 0.867 "after"
2019-05-17 0.705 "night"
2019-05-18 0.844 "dawn"
2019-05-18 0.847 "morn"
2019-05-18 0.841 "after"
2019-05-18 0.679 "night"
2019-05-19 0.904 "dawn"
2019-05-19 0.958 "morn"
2019-05-19 0.961 "after"
2019-05-19 0.72 "night"
2019-05-20 0.75 "dawn"
2019-05-20 0.865 "morn"
2019-05-20 0.804 "after"
2019-05-20 0.583 "night"
2019-05-21 0.782 "dawn"
2019-05-21 0.801 "morn"
2019-05-21 0.789 "after"
2019-05-21 0.581 "night"
2019-05-22 0.861 "dawn"
2019-05-22 0.876 "morn"
2019-05-22 0.679 "after"
2019-05-22 0.346 "night"
2019-05-23 0.46 "dawn"
2019-05-23 0.358 "morn"
2019-05-23 0.266 "after"
2019-05-23 0.19 "night"
2019-05-24 0.202 "dawn"
2019-05-24 0.122 "morn"
2019-05-24 0.267 "after"
2019-05-24 0.735 "night"
2019-05-25 0.777 "dawn"
2019-05-25 0.873 "morn"
2019-05-25 0.797 "after"
2019-05-25 0.647 "night"
2019-05-26 0.721 "dawn"
2019-05-26 0.741 "morn"
2019-05-26 0.755 "after"
2019-05-26 0.623 "night"
2019-05-27 0.81 "dawn"
2019-05-27 0.739 "morn"
2019-05-27 0.712 "after"
2019-05-27 0.694 "night"
2019-05-28 0.823 "dawn"
2019-05-28 0.811 "morn"
2019-05-28 0.742 "after"
2019-05-28 0.518 "night"
2019-05-29 0.646 "dawn"
2019-05-29 0.747 "morn"
2019-05-29 0.765 "after"
2019-05-29 0.604 "night"
2019-05-30 0.85 "dawn"
2019-05-30 0.835 "morn"
2019-05-30 0.767 "after"
2019-05-30 0.623 "night"
2019-05-31 0.804 "dawn"
2019-05-31 0.808 "morn"
2019-05-31 0.659 "after"
2019-05-31 0.648 "night"
2019-06-01 0.761 "dawn"
