"data" "minima" "pd"
2018-10-19 0.298 "morn"
2018-10-19 0.271 "after"
2018-10-20 0.716 "night"
2018-10-20 0.774 "dawn"
2018-10-20 0.432 "morn"
2018-10-20 0.379 "after"
2018-10-21 0.722 "night"
2018-10-21 0.789 "dawn"
2018-10-21 0.415 "morn"
2018-10-21 0.348 "after"
2018-10-22 0.676 "night"
2018-10-22 0.797 "dawn"
2018-10-22 0.539 "morn"
2018-10-22 0.479 "after"
2018-10-23 0.659 "night"
2018-10-23 0.807 "dawn"
2018-10-23 0.491 "morn"
2018-10-23 0.43 "after"
2018-10-24 0.672 "night"
2018-10-24 0.828 "dawn"
2018-10-24 0.429 "morn"
2018-10-24 0.379 "after"
2018-10-25 0.741 "night"
2018-10-25 0.894 "dawn"
2018-10-25 0.369 "morn"
2018-10-25 0.343 "after"
2018-10-26 0.741 "night"
2018-10-26 0.893 "dawn"
2018-10-26 0.35 "morn"
2018-10-26 0.337 "after"
2018-10-27 0.73 "night"
2018-10-27 0.876 "dawn"
2018-10-27 0.377 "morn"
2018-10-27 0.326 "after"
2018-10-28 0.642 "night"
2018-10-28 0.834 "dawn"
2018-10-28 0.452 "morn"
2018-10-28 0.414 "after"
2018-10-29 0.712 "night"
2018-10-29 0.866 "dawn"
2018-10-29 0.398 "morn"
2018-10-30 0.775 "after"
2018-10-30 0.834 "night"
2018-10-30 0.48 "dawn"
2018-10-30 0.419 "morn"
2018-10-31 0.728 "after"
2018-10-31 0.841 "night"
2018-10-31 0.428 "dawn"
2018-10-31 0.374 "morn"
2018-11-01 0.737 "after"
2018-11-01 0.801 "night"
2018-11-01 0.41 "dawn"
2018-11-01 0.354 "morn"
2018-11-02 0.691 "after"
2018-11-02 0.868 "night"
2018-11-03 0.649 "dawn"
2018-11-03 0.835 "morn"
2018-11-03 0.42 "after"
2018-11-03 0.414 "night"
2018-11-04 0.778 "dawn"
2018-11-05 0.481 "morn"
2018-11-06 0.68 "after"
2018-11-06 0.897 "night"
2018-11-06 0.479 "dawn"
2018-11-06 0.432 "morn"
2018-11-07 0.642 "after"
2018-11-07 0.802 "night"
2018-11-07 0.418 "dawn"
2018-11-07 0.366 "morn"
2018-11-08 0.741 "after"
2018-11-08 0.877 "night"
2018-11-08 0.507 "dawn"
2018-11-08 0.461 "morn"
2018-11-09 0.689 "after"
2018-11-09 0.874 "night"
2018-11-09 0.548 "dawn"
2018-11-09 0.448 "morn"
2018-11-10 0.686 "after"
2018-11-10 0.865 "night"
2018-11-10 0.533 "dawn"
2018-11-10 0.416 "morn"
2018-11-11 0.67 "after"
2018-11-11 0.886 "night"
2018-11-11 0.386 "dawn"
2018-11-11 0.412 "morn"
2018-11-12 0.653 "after"
2018-11-12 0.678 "night"
2018-11-12 0.319 "dawn"
2018-11-12 0.307 "morn"
2018-11-13 0.531 "after"
2018-11-13 0.652 "night"
2018-11-13 0.212 "dawn"
2018-11-13 0.236 "morn"
2018-11-14 0.492 "after"
2018-11-14 0.392 "night"
2018-11-14 0.159 "dawn"
2018-11-14 0.241 "morn"
2018-11-15 0.633 "after"
2018-11-15 0.865 "night"
2018-11-15 0.408 "dawn"
2018-11-15 0.396 "morn"
2018-11-16 0.654 "after"
2018-11-16 0.779 "night"
2018-11-16 0.514 "dawn"
2018-11-16 0.438 "morn"
2018-11-17 0.648 "after"
2018-11-17 0.8 "night"
2018-11-17 0.394 "dawn"
2018-11-17 0.353 "morn"
2018-11-18 0.529 "after"
2018-11-18 0.511 "night"
2018-11-18 0.336 "dawn"
2018-11-18 0.339 "morn"
2018-11-19 0.672 "after"
2018-11-19 0.808 "night"
2018-11-19 0.501 "dawn"
2018-11-19 0.376 "morn"
2018-11-20 0.662 "after"
2018-11-20 0.789 "night"
2018-11-20 0.505 "dawn"
2018-11-20 0.415 "morn"
2018-11-21 0.682 "after"
2018-11-21 0.788 "night"
2018-11-21 0.459 "dawn"
2018-11-21 0.394 "morn"
2018-11-22 0.711 "after"
2018-11-22 0.791 "night"
2018-11-22 0.467 "dawn"
2018-11-22 0.414 "morn"
2018-11-23 0.665 "after"
2018-11-23 0.805 "night"
2018-11-23 0.515 "dawn"
2018-11-23 0.467 "morn"
2018-11-24 0.703 "after"
2018-11-24 0.775 "night"
2018-11-24 0.511 "dawn"
2018-11-24 0.457 "morn"
2018-11-25 0.732 "after"
2018-11-25 0.821 "night"
2018-11-25 0.545 "dawn"
2018-11-25 0.504 "morn"
2018-11-26 0.731 "after"
2018-11-26 0.811 "night"
2018-11-26 0.533 "dawn"
2018-11-26 0.468 "morn"
2018-11-27 0.708 "after"
2018-11-27 0.842 "night"
2018-11-27 0.542 "dawn"
2018-11-27 0.483 "morn"
2018-11-28 0.701 "after"
2018-11-28 0.779 "night"
2018-11-28 0.58 "dawn"
2018-11-28 0.44 "morn"
2018-11-29 0.682 "after"
2018-11-29 0.785 "night"
2018-11-29 0.513 "dawn"
2018-11-29 0.384 "morn"
2018-11-30 0.628 "after"
2018-11-30 0.807 "night"
2018-11-30 0.466 "dawn"
2018-11-30 0.404 "morn"
2018-12-01 0.685 "after"
2018-12-01 0.832 "night"
2018-12-01 0.41 "dawn"
2018-12-01 0.382 "morn"
2018-12-02 0.654 "after"
2018-12-02 0.788 "night"
2018-12-02 0.405 "dawn"
2018-12-02 0.349 "morn"
2018-12-03 0.571 "after"
2018-12-03 0.834 "night"
2018-12-03 0.431 "dawn"
2018-12-03 0.374 "morn"
2018-12-04 0.558 "after"
2018-12-04 0.711 "night"
2018-12-04 0.369 "dawn"
2018-12-04 0.295 "morn"
2018-12-05 0.578 "after"
2018-12-05 0.768 "night"
2018-12-05 0.291 "dawn"
2018-12-05 0.337 "morn"
2018-12-06 0.545 "after"
2018-12-06 0.783 "night"
2018-12-06 0.38 "dawn"
2018-12-06 0.334 "morn"
2018-12-07 0.707 "after"
2018-12-07 0.862 "night"
2018-12-07 0.304 "dawn"
2018-12-07 0.285 "morn"
2018-12-08 0.575 "after"
2018-12-08 0.729 "night"
2018-12-08 0.344 "dawn"
2018-12-08 0.284 "morn"
2018-12-09 0.466 "after"
2018-12-09 0.557 "night"
2018-12-09 0.218 "dawn"
2018-12-09 0.216 "morn"
2018-12-10 0.458 "after"
2018-12-10 0.845 "night"
2018-12-10 0.395 "dawn"
2018-12-10 0.32 "morn"
2018-12-11 0.655 "after"
2018-12-11 0.818 "night"
2018-12-11 0.437 "dawn"
2018-12-11 0.385 "morn"
2018-12-12 0.634 "after"
2018-12-12 0.704 "night"
2018-12-12 0.399 "dawn"
2018-12-12 0.36 "morn"
2018-12-13 0.691 "after"
2018-12-13 0.784 "night"
2018-12-13 0.495 "dawn"
2018-12-13 0.415 "morn"
2018-12-14 0.573 "after"
2018-12-14 0.611 "night"
2018-12-14 0.288 "dawn"
2018-12-14 0.236 "morn"
2018-12-15 0.516 "after"
2018-12-15 0.804 "night"
2018-12-15 0.36 "dawn"
2018-12-15 0.332 "morn"
2018-12-16 0.604 "after"
2018-12-16 0.778 "night"
2018-12-16 0.377 "dawn"
2018-12-16 0.341 "morn"
2018-12-17 0.646 "after"
2018-12-17 0.807 "night"
2018-12-17 0.482 "dawn"
2018-12-17 0.354 "morn"
2018-12-18 0.609 "after"
2018-12-18 0.711 "night"
2018-12-18 0.352 "dawn"
2018-12-18 0.33 "morn"
2018-12-19 0.599 "after"
2018-12-19 0.879 "night"
2018-12-19 0.473 "dawn"
2018-12-19 0.338 "morn"
2018-12-20 0.646 "after"
2018-12-20 0.834 "night"
2018-12-20 0.546 "dawn"
2018-12-20 0.492 "morn"
2018-12-21 0.679 "after"
2018-12-21 0.786 "night"
2018-12-21 0.568 "dawn"
2018-12-21 0.499 "morn"
2018-12-22 0.668 "after"
2018-12-22 0.794 "night"
2018-12-22 0.492 "dawn"
2018-12-22 0.348 "morn"
2018-12-23 0.57 "after"
2018-12-23 0.698 "night"
2018-12-23 0.393 "dawn"
2018-12-23 0.321 "morn"
2018-12-24 0.665 "after"
2018-12-24 0.841 "night"
2018-12-24 0.453 "dawn"
2018-12-24 0.408 "morn"
2018-12-25 0.643 "after"
2018-12-25 0.798 "night"
2018-12-25 0.477 "dawn"
2018-12-25 0.439 "morn"
2018-12-26 0.642 "after"
2018-12-26 0.824 "night"
2018-12-26 0.523 "dawn"
2018-12-26 0.45 "morn"
2018-12-27 0.708 "after"
2018-12-27 0.775 "night"
2018-12-27 0.476 "dawn"
2018-12-27 0.406 "morn"
2018-12-28 0.66 "after"
2018-12-28 0.777 "night"
2018-12-28 0.467 "dawn"
2018-12-28 0.427 "morn"
2018-12-29 0.612 "after"
2018-12-29 0.768 "night"
2018-12-29 0.387 "dawn"
2018-12-29 0.341 "morn"
2018-12-30 0.678 "after"
2018-12-30 0.838 "night"
2018-12-30 0.374 "dawn"
2018-12-30 0.344 "morn"
2018-12-31 0.59 "after"
2018-12-31 0.878 "night"
2018-12-31 0.364 "dawn"
2018-12-31 0.344 "morn"
2019-01-01 0.633 "after"
2019-01-01 0.806 "night"
2019-01-01 0.368 "dawn"
2019-01-01 0.353 "morn"
2019-01-02 0.643 "after"
2019-01-02 0.804 "night"
2019-01-02 0.478 "dawn"
2019-01-02 0.354 "morn"
2019-01-03 0.611 "after"
2019-01-03 0.82 "night"
2019-01-03 0.464 "dawn"
2019-01-03 0.401 "morn"
2019-01-04 0.598 "after"
2019-01-04 0.802 "night"
2019-01-04 0.422 "dawn"
2019-01-04 0.354 "morn"
2019-01-05 0.59 "after"
2019-01-05 0.724 "night"
2019-01-05 0.382 "dawn"
2019-01-05 0.351 "morn"
2019-01-06 0.553 "after"
2019-01-06 0.591 "night"
2019-01-06 0.388 "dawn"
2019-01-06 0.376 "morn"
2019-01-07 0.601 "after"
2019-01-07 0.683 "night"
2019-01-07 0.531 "dawn"
2019-01-07 0.431 "morn"
2019-01-08 0.511 "after"
2019-01-08 0.734 "night"
2019-01-08 0.36 "dawn"
2019-01-08 0.338 "morn"
2019-01-09 0.62 "after"
2019-01-09 0.751 "night"
2019-01-09 0.456 "dawn"
2019-01-09 0.436 "morn"
2019-01-10 0.599 "after"
2019-01-10 0.745 "night"
2019-01-10 0.445 "dawn"
2019-01-10 0.417 "morn"
2019-01-11 0.633 "after"
2019-01-11 0.834 "night"
2019-01-11 0.436 "dawn"
2019-01-11 0.382 "morn"
2019-01-12 0.557 "after"
2019-01-12 0.838 "night"
2019-01-12 0.389 "dawn"
2019-01-12 0.347 "morn"
2019-01-13 0.569 "after"
2019-01-13 0.826 "night"
2019-01-13 0.437 "dawn"
2019-01-13 0.355 "morn"
2019-01-14 0.609 "after"
2019-01-14 0.787 "night"
2019-01-14 0.311 "dawn"
2019-01-14 0.313 "morn"
2019-01-15 0.645 "after"
2019-01-15 0.83 "night"
2019-01-15 0.466 "dawn"
2019-01-15 0.393 "morn"
2019-01-16 0.625 "after"
2019-01-16 0.765 "night"
2019-01-16 0.512 "dawn"
2019-01-16 0.432 "morn"
2019-01-17 0.671 "after"
2019-01-17 0.791 "night"
2019-01-17 0.469 "dawn"
2019-01-17 0.407 "morn"
2019-01-18 0.658 "after"
2019-01-18 0.828 "night"
2019-01-18 0.513 "dawn"
2019-01-18 0.444 "morn"
2019-01-19 0.628 "after"
2019-01-19 0.764 "night"
2019-01-19 0.426 "dawn"
2019-01-19 0.327 "morn"
2019-01-20 0.509 "after"
2019-01-20 0.877 "night"
2019-01-20 0.439 "dawn"
2019-01-20 0.391 "morn"
2019-01-21 0.643 "after"
2019-01-21 0.846 "night"
2019-01-21 0.562 "dawn"
2019-01-21 0.422 "morn"
2019-01-22 0.657 "after"
2019-01-22 0.801 "night"
2019-01-22 0.493 "dawn"
2019-01-22 0.433 "morn"
2019-01-23 0.644 "after"
2019-01-23 0.765 "night"
2019-01-23 0.416 "dawn"
2019-01-23 0.377 "morn"
2019-01-24 0.619 "after"
2019-01-24 0.785 "night"
2019-01-24 0.409 "dawn"
2019-01-24 0.3 "morn"
2019-01-25 0.54 "after"
2019-01-25 0.839 "night"
2019-01-25 0.372 "dawn"
2019-01-25 0.35 "morn"
2019-01-26 0.641 "after"
2019-01-26 0.749 "night"
2019-01-26 0.45 "dawn"
2019-01-26 0.433 "morn"
2019-01-27 0.614 "after"
2019-01-27 0.816 "night"
2019-01-27 0.427 "dawn"
2019-01-27 0.391 "morn"
2019-01-28 0.546 "after"
2019-01-28 0.777 "night"
2019-01-28 0.404 "dawn"
2019-01-28 0.396 "morn"
2019-01-29 0.535 "after"
2019-01-29 0.735 "night"
2019-01-29 0.415 "dawn"
2019-01-29 0.389 "morn"
2019-01-30 0.528 "after"
2019-01-30 0.65 "night"
2019-01-30 0.412 "dawn"
2019-01-30 0.401 "morn"
2019-01-31 0.553 "after"
2019-01-31 0.659 "night"
2019-01-31 0.388 "dawn"
2019-01-31 0.383 "morn"
2019-02-01 0.587 "after"
2019-02-01 0.815 "night"
2019-02-01 0.405 "dawn"
2019-02-01 0.394 "morn"
2019-02-02 0.598 "after"
2019-02-02 0.82 "night"
2019-02-02 0.423 "dawn"
2019-02-02 0.386 "morn"
2019-02-03 0.716 "after"
2019-02-03 0.841 "night"
2019-02-03 0.445 "dawn"
2019-02-03 0.439 "morn"
2019-02-04 0.684 "after"
2019-02-04 0.847 "night"
2019-02-04 0.504 "dawn"
2019-02-04 0.454 "morn"
2019-02-05 0.699 "after"
2019-02-05 0.818 "night"
2019-02-05 0.474 "dawn"
2019-02-05 0.432 "morn"
2019-02-06 0.689 "after"
2019-02-06 0.806 "night"
2019-02-06 0.474 "dawn"
2019-02-06 0.378 "morn"
2019-02-07 0.545 "after"
2019-02-07 0.738 "night"
2019-02-07 0.418 "dawn"
2019-02-07 0.38 "morn"
2019-02-08 0.541 "after"
2019-02-08 0.735 "night"
2019-02-08 0.427 "dawn"
2019-02-08 0.429 "morn"
2019-02-09 0.569 "after"
2019-02-09 0.672 "night"
2019-02-09 0.397 "dawn"
2019-02-09 0.366 "morn"
2019-02-10 0.54 "after"
2019-02-10 0.85 "night"
2019-02-10 0.42 "dawn"
2019-02-10 0.367 "morn"
2019-02-11 0.661 "after"
2019-02-11 0.858 "night"
2019-02-11 0.502 "dawn"
2019-02-11 0.411 "morn"
2019-02-12 0.658 "after"
2019-02-12 0.827 "night"
2019-02-12 0.55 "dawn"
2019-02-12 0.368 "morn"
2019-02-13 0.67 "after"
2019-02-13 0.858 "night"
2019-02-13 0.41 "dawn"
2019-02-13 0.363 "morn"
2019-02-14 0.54 "after"
2019-02-14 0.749 "night"
2019-02-14 0.385 "dawn"
2019-02-14 0.373 "morn"
2019-02-15 0.586 "after"
2019-02-15 0.799 "night"
2019-02-15 0.441 "dawn"
2019-02-15 0.368 "morn"
2019-02-16 0.555 "after"
2019-02-16 0.702 "night"
2019-02-16 0.44 "dawn"
2019-02-16 0.338 "morn"
2019-02-17 0.536 "after"
2019-02-17 0.744 "night"
2019-02-17 0.329 "dawn"
2019-02-17 0.295 "morn"
2019-02-18 0.668 "after"
2019-02-18 0.821 "night"
2019-02-18 0.515 "dawn"
2019-02-18 0.39 "morn"
2019-02-19 0.647 "after"
2019-02-19 0.844 "night"
2019-02-19 0.425 "dawn"
2019-02-19 0.362 "morn"
2019-02-20 0.553 "after"
2019-02-20 0.84 "night"
2019-02-20 0.338 "dawn"
2019-02-20 0.358 "morn"
2019-02-21 0.522 "after"
2019-02-21 0.712 "night"
2019-02-21 0.376 "dawn"
2019-02-21 0.38 "morn"
2019-02-22 0.607 "after"
2019-02-22 0.857 "night"
2019-02-22 0.359 "dawn"
2019-02-22 0.336 "morn"
2019-02-23 0.669 "after"
2019-02-23 0.827 "night"
2019-02-23 0.428 "dawn"
2019-02-23 0.39 "morn"
2019-02-24 0.702 "after"
2019-02-24 0.742 "night"
2019-02-24 0.528 "dawn"
2019-02-24 0.466 "morn"
2019-02-25 0.652 "after"
2019-02-25 0.767 "night"
2019-02-25 0.511 "dawn"
2019-02-25 0.417 "morn"
2019-02-26 0.602 "after"
2019-02-26 0.831 "night"
2019-02-26 0.51 "dawn"
2019-02-26 0.376 "morn"
2019-02-27 0.615 "after"
2019-02-27 0.745 "night"
2019-02-27 0.387 "dawn"
2019-02-27 0.384 "morn"
2019-02-28 0.621 "after"
2019-02-28 0.781 "night"
2019-02-28 0.481 "dawn"
2019-02-28 0.418 "morn"
2019-03-01 0.698 "after"
2019-03-01 0.827 "night"
2019-03-01 0.531 "dawn"
2019-03-01 0.494 "morn"
2019-03-02 0.687 "after"
2019-03-02 0.819 "night"
2019-03-02 0.557 "dawn"
2019-03-02 0.423 "morn"
2019-03-03 0.689 "after"
2019-03-03 0.817 "night"
2019-03-03 0.476 "dawn"
2019-03-03 0.38 "morn"
2019-03-04 0.649 "after"
2019-03-04 0.795 "night"
2019-03-04 0.476 "dawn"
2019-03-04 0.377 "morn"
2019-03-05 0.704 "after"
2019-03-05 0.881 "night"
2019-03-05 0.498 "dawn"
2019-03-05 0.354 "morn"
2019-03-06 0.654 "after"
2019-03-06 0.861 "night"
2019-03-06 0.526 "dawn"
2019-03-06 0.414 "morn"
2019-03-07 0.678 "after"
2019-03-07 0.811 "night"
2019-03-07 0.526 "dawn"
2019-03-07 0.442 "morn"
2019-03-08 0.693 "after"
2019-03-08 0.815 "night"
2019-03-08 0.521 "dawn"
2019-03-08 0.481 "morn"
2019-03-09 0.734 "after"
2019-03-09 0.793 "night"
2019-03-09 0.549 "dawn"
2019-03-09 0.449 "morn"
2019-03-10 0.709 "after"
2019-03-10 0.817 "night"
2019-03-10 0.499 "dawn"
2019-03-10 0.371 "morn"
2019-03-11 0.649 "after"
2019-03-11 0.762 "night"
2019-03-11 0.366 "dawn"
2019-03-11 0.337 "morn"
2019-03-12 0.65 "after"
2019-03-12 0.81 "night"
2019-03-12 0.413 "dawn"
2019-03-12 0.363 "morn"
2019-03-13 0.674 "after"
2019-03-13 0.859 "night"
2019-03-13 0.412 "dawn"
2019-03-13 0.355 "morn"
2019-03-14 0.662 "after"
2019-03-14 0.761 "night"
2019-03-14 0.427 "dawn"
2019-03-14 0.348 "morn"
2019-03-15 0.658 "after"
2019-03-15 0.832 "night"
2019-03-15 0.485 "dawn"
2019-03-15 0.343 "morn"
2019-03-16 0.702 "after"
2019-03-16 0.857 "night"
2019-03-16 0.565 "dawn"
2019-03-16 0.465 "morn"
2019-03-17 0.713 "after"
2019-03-17 0.87 "night"
2019-03-17 0.542 "dawn"
2019-03-17 0.408 "morn"
2019-03-18 0.703 "after"
2019-03-18 0.822 "night"
2019-03-18 0.515 "dawn"
2019-03-18 0.483 "morn"
2019-03-19 0.715 "after"
2019-03-19 0.802 "night"
2019-03-19 0.444 "dawn"
2019-03-19 0.402 "morn"
2019-03-20 0.623 "after"
2019-03-20 0.876 "night"
2019-03-20 0.507 "dawn"
2019-03-20 0.421 "morn"
2019-03-21 0.642 "after"
2019-03-21 0.86 "night"
2019-03-21 0.534 "dawn"
2019-03-21 0.379 "morn"
2019-03-22 0.727 "after"
2019-03-22 0.908 "night"
2019-03-22 0.554 "dawn"
2019-03-22 0.396 "morn"
2019-03-23 0.628 "after"
2019-03-23 0.869 "night"
2019-03-23 0.53 "dawn"
2019-03-23 0.326 "morn"
2019-03-24 0.649 "after"
2019-03-24 0.896 "night"
2019-03-24 0.541 "dawn"
2019-03-24 0.361 "morn"
2019-03-25 0.574 "after"
2019-03-25 0.412 "night"
2019-03-26 0.654 "dawn"
2019-03-26 0.856 "morn"
2019-03-26 0.531 "after"
2019-03-26 0.375 "night"
2019-03-27 0.663 "dawn"
2019-03-27 0.842 "morn"
2019-03-27 0.539 "after"
2019-03-27 0.46 "night"
2019-03-28 0.617 "dawn"
2019-03-28 0.81 "morn"
2019-03-28 0.45 "after"
2019-03-28 0.343 "night"
2019-03-29 0.634 "dawn"
2019-03-29 0.845 "morn"
2019-03-29 0.589 "after"
2019-03-29 0.535 "night"
2019-03-30 0.712 "dawn"
2019-03-30 0.823 "morn"
2019-03-30 0.609 "after"
2019-03-30 0.542 "night"
2019-03-31 0.698 "dawn"
2019-03-31 0.83 "morn"
2019-03-31 0.509 "after"
2019-03-31 0.406 "night"
2019-04-01 0.651 "dawn"
2019-04-01 0.79 "morn"
2019-04-01 0.442 "after"
2019-04-01 0.429 "night"
2019-04-02 0.682 "dawn"
2019-04-02 0.678 "morn"
2019-04-02 0.475 "after"
2019-04-02 0.38 "night"
2019-04-03 0.63 "dawn"
2019-04-03 0.792 "morn"
2019-04-03 0.398 "after"
2019-04-03 0.38 "night"
2019-04-04 0.537 "dawn"
2019-04-04 0.641 "morn"
2019-04-04 0.345 "after"
2019-04-04 0.29 "night"
2019-04-05 0.518 "dawn"
2019-04-05 0.689 "morn"
2019-04-05 0.35 "after"
2019-04-05 0.332 "night"
2019-04-06 0.504 "dawn"
2019-04-06 0.602 "morn"
2019-04-06 0.345 "after"
2019-04-06 0.358 "night"
2019-04-07 0.756 "dawn"
2019-04-07 0.78 "morn"
2019-04-07 0.61 "after"
2019-04-07 0.477 "night"
2019-04-08 0.684 "dawn"
2019-04-08 0.907 "morn"
2019-04-08 0.512 "after"
2019-04-08 0.44 "night"
2019-04-09 0.732 "dawn"
2019-04-09 0.883 "morn"
2019-04-09 0.691 "after"
2019-04-09 0.551 "night"
2019-04-10 0.748 "dawn"
2019-04-10 0.898 "morn"
2019-04-10 0.504 "after"
2019-04-10 0.445 "night"
2019-04-11 0.727 "dawn"
2019-04-11 0.817 "morn"
2019-04-11 0.581 "after"
2019-04-11 0.493 "night"
2019-04-12 0.703 "dawn"
2019-04-12 0.814 "morn"
2019-04-12 0.536 "after"
2019-04-12 0.39 "night"
2019-04-13 0.709 "dawn"
2019-04-13 0.815 "morn"
2019-04-13 0.513 "after"
2019-04-13 0.386 "night"
2019-04-14 0.636 "dawn"
2019-04-14 0.727 "morn"
2019-04-14 0.428 "after"
2019-04-14 0.384 "night"
2019-04-15 0.713 "dawn"
2019-04-15 0.624 "morn"
2019-04-15 0.373 "after"
2019-04-15 0.327 "night"
2019-04-16 0.703 "dawn"
2019-04-16 0.943 "morn"
2019-04-16 0.543 "after"
2019-04-16 0.437 "night"
2019-04-17 0.722 "dawn"
2019-04-17 0.906 "morn"
2019-04-17 0.653 "after"
2019-04-17 0.483 "night"
2019-04-18 0.696 "dawn"
2019-04-18 0.824 "morn"
2019-04-18 0.584 "after"
2019-04-18 0.477 "night"
2019-04-19 0.699 "dawn"
2019-04-19 0.815 "morn"
2019-04-19 0.609 "after"
2019-04-19 0.471 "night"
2019-04-20 0.736 "dawn"
2019-04-20 0.813 "morn"
2019-04-20 0.567 "after"
2019-04-20 0.474 "night"
2019-04-21 0.718 "dawn"
2019-04-21 0.855 "morn"
2019-04-21 0.591 "after"
2019-04-21 0.476 "night"
2019-04-22 0.72 "dawn"
2019-04-22 0.82 "morn"
2019-04-22 0.577 "after"
2019-04-22 0.458 "night"
2019-04-23 0.668 "dawn"
2019-04-23 0.844 "morn"
2019-04-23 0.563 "after"
2019-04-23 0.482 "night"
2019-04-24 0.641 "dawn"
2019-04-24 0.607 "morn"
2019-04-24 0.485 "after"
2019-04-24 0.435 "night"
2019-04-25 0.562 "dawn"
2019-04-25 0.793 "morn"
2019-04-25 0.399 "after"
2019-04-25 0.381 "night"
2019-04-26 0.661 "dawn"
2019-04-26 0.83 "morn"
2019-04-26 0.495 "after"
2019-04-26 0.406 "night"
2019-04-27 0.722 "dawn"
2019-04-27 0.78 "morn"
2019-04-27 0.386 "after"
2019-04-27 0.374 "night"
2019-04-28 0.668 "dawn"
2019-04-28 0.596 "morn"
2019-04-28 0.513 "after"
2019-04-28 0.46 "night"
2019-04-29 0.809 "dawn"
2019-04-29 0.873 "morn"
2019-04-29 0.717 "after"
2019-04-29 0.595 "night"
2019-04-30 0.777 "dawn"
2019-04-30 0.812 "morn"
2019-04-30 0.621 "after"
2019-04-30 0.536 "night"
2019-05-01 0.754 "dawn"
2019-05-01 0.881 "morn"
2019-05-01 0.474 "after"
2019-05-01 0.378 "night"
2019-05-02 0.776 "dawn"
2019-05-02 0.891 "morn"
2019-05-02 0.496 "after"
2019-05-02 0.455 "night"
2019-05-03 0.746 "dawn"
2019-05-03 0.903 "morn"
2019-05-03 0.613 "after"
2019-05-03 0.548 "night"
2019-05-04 0.84 "dawn"
2019-05-04 0.843 "morn"
2019-05-04 0.673 "after"
2019-05-04 0.539 "night"
2019-05-05 0.789 "dawn"
2019-05-05 0.807 "morn"
2019-05-05 0.216 "after"
2019-05-05 0.264 "night"
2019-05-06 0.686 "dawn"
2019-05-06 0.939 "morn"
2019-05-06 0.614 "after"
2019-05-06 0.404 "night"
2019-05-07 0.72 "dawn"
2019-05-07 0.695 "morn"
2019-05-07 0.478 "after"
2019-05-07 0.499 "night"
2019-05-08 0.783 "dawn"
2019-05-08 0.947 "morn"
2019-05-08 0.663 "after"
2019-05-08 0.66 "night"
2019-05-09 0.798 "dawn"
2019-05-09 0.798 "morn"
2019-05-09 0.609 "after"
2019-05-09 0.472 "night"
2019-05-10 0.672 "dawn"
2019-05-10 0.827 "morn"
2019-05-10 0.567 "after"
2019-05-10 0.485 "night"
2019-05-11 0.714 "dawn"
2019-05-11 0.704 "morn"
2019-05-11 0.492 "after"
2019-05-11 0.414 "night"
2019-05-12 0.686 "dawn"
2019-05-12 0.498 "morn"
2019-05-12 0.205 "after"
2019-05-12 0.267 "night"
2019-05-13 0.745 "dawn"
2019-05-13 0.959 "morn"
2019-05-13 0.606 "after"
2019-05-13 0.437 "night"
2019-05-14 0.627 "dawn"
2019-05-14 0.516 "morn"
2019-05-14 0.294 "after"
2019-05-14 0.206 "night"
2019-05-15 0.702 "dawn"
2019-05-15 0.576 "morn"
2019-05-15 0.412 "after"
2019-05-15 0.373 "night"
2019-05-16 0.726 "dawn"
2019-05-16 0.656 "morn"
2019-05-16 0.63 "after"
2019-05-16 0.555 "night"
2019-05-17 0.804 "dawn"
2019-05-17 0.875 "morn"
2019-05-17 0.648 "after"
2019-05-17 0.534 "night"
2019-05-18 0.745 "dawn"
2019-05-18 0.824 "morn"
2019-05-18 0.443 "after"
2019-05-18 0.393 "night"
2019-05-19 0.783 "dawn"
2019-05-19 0.909 "morn"
2019-05-19 0.603 "after"
2019-05-19 0.556 "night"
2019-05-20 0.722 "dawn"
2019-05-20 0.788 "morn"
2019-05-20 0.496 "after"
2019-05-20 0.404 "night"
2019-05-21 0.674 "dawn"
2019-05-21 0.767 "morn"
2019-05-21 0.367 "after"
2019-05-21 0.34 "night"
2019-05-22 0.632 "dawn"
2019-05-22 0.7 "morn"
2019-05-22 0.173 "after"
2019-05-22 0.197 "night"
2019-05-23 0.344 "dawn"
2019-05-23 0.254 "morn"
2019-05-23 0.023 "after"
2019-05-23 0.036 "night"
2019-05-24 0.134 "dawn"
2019-05-24 0.104 "morn"
2019-05-24 0.038 "after"
2019-05-24 0.252 "night"
2019-05-25 0.651 "dawn"
2019-05-25 0.795 "morn"
2019-05-25 0.625 "after"
2019-05-25 0.603 "night"
2019-05-26 0.665 "dawn"
2019-05-26 0.698 "morn"
2019-05-26 0.525 "after"
2019-05-26 0.494 "night"
2019-05-27 0.666 "dawn"
2019-05-27 0.695 "morn"
2019-05-27 0.478 "after"
2019-05-27 0.436 "night"
2019-05-28 0.715 "dawn"
2019-05-28 0.755 "morn"
2019-05-28 0.323 "after"
2019-05-28 0.258 "night"
2019-05-29 0.535 "dawn"
2019-05-29 0.613 "morn"
2019-05-29 0.37 "after"
2019-05-29 0.375 "night"
2019-05-30 0.632 "dawn"
2019-05-30 0.786 "morn"
2019-05-30 0.4 "after"
2019-05-30 0.34 "night"
2019-05-31 0.712 "dawn"
2019-05-31 0.684 "morn"
2019-05-31 0.36 "after"
2019-05-31 0.428 "night"
2019-06-01 0.662 "dawn"
